Pais,Variables,Link,Formato,,,,,,,,
Mexico,Cambio dolar,https://wise.com/es/currency-converter/usd-to-mxn-rate?amount=1,D,,,,,,,,
Ecuador,Cambio dolar,https://www.mataf.net/es/cambio/divisas-USD-ECS?m1=1,E,,,,,,,,
Peru,Inflation rate,https://tradingeconomics.com/peru/inflation-cpi,E,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,S,,,
,,,,,,,,,,, 
